Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
07/14/2022,TOYT,4D,,GRY,359ZND,WI,400 E. Lower Wacker,(312) 744-7550,0261756
09/08/2022,LEXS,LL,,BLK,BX40185,IL,701 N. Sacramento,(773) 265-7605,7038865
09/11/2022,MITS,LL,,RED,921BYU,IN,701 N. Sacramento,(773) 265-7605,7039114
07/17/2022,HYUN,4D,,GRY,DG35147,IL,10300 S. Doty,(773) 568-8495,2935047
09/27/2022,HYUN,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7040239
09/11/2022,KIA,4T,,WHI,DC46076,IL,701 N. Sacramento,(773) 265-7605,7039117
09/11/2022,TESI,4T,,RED,197AB293,IL,701 N. Sacramento,(773) 265-7605,7039109
08/17/2022,DODG,LL,,WHI,BW94170,IL,701 N. Sacramento,(773) 265-7605,7037442
08/24/2022,ACUR,4D,,WHI,CN30280,IL,701 N. Sacramento,(773) 265-7605,7037901
08/25/2022,HOND,4D,,BLU,CY26924,IL,10300 S. Doty,(773) 568-8495,2936847
08/25/2022,NISS,4D,,GRY,CU27610,IL,10300 S. Doty,(773) 568-8495,2936838
08/25/2022,BUIC,4D,,TAN,HLCJ19,IL,10300 S. Doty,(773) 568-8495,2936846
07/25/2022,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2935316
08/25/2022,CHRY,4D,,RED,DD36663,IL,10300 S. Doty,(773) 568-8495,2936837
08/11/2022,KIA,4D,,GRY,G994222,IL,10300 S. Doty,(773) 568-8495,2936044
09/21/2022,HOND,2D,,SIL,DN65463,IL,10300 S. Doty,(773) 568-8495,2938016
07/02/2022,CHEV,4D,,BLU,BC41865,IL,400 E. Lower Wacker,(312) 744-7550,0261030
08/11/2022,FORD,2D,,BLK,BM33664,IL,701 N. Sacramento,(773) 265-7605,7037012
08/25/2022,HYUN,4D,,SIL,BN45468,IL,701 N. Sacramento,(773) 265-7605,7037902
08/25/2022,GMC,LL,,GRY,AH36719,IL,701 N. Sacramento,(773) 265-7605,7037903
09/24/2022,HOND,LL,,RED,XHN257,IN,701 N. Sacramento,(773) 265-7605,7040025
08/11/2022,BUIC,4D,,GLD,642ZI,IN,10300 S. Doty,(773) 568-8495,2936052
08/25/2022,PONT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7037906
09/22/2022,KIA,4D,,SIL,CA97853,IL,10300 S. Doty,(773) 568-8495,2938099
08/25/2022,TOYT,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2936844
08/25/2022,LEXS,4D,,GLD,DC30959,IL,10300 S. Doty,(773) 568-8495,2936839
08/11/2022,TOYT,4D,,BGE,3933A08,IL,10300 S. Doty,(773) 568-8495,2936051
09/08/2022,GMC,LL,,BLU,CY27334,IL,701 N. Sacramento,(773) 265-1846,1544189
09/08/2022,GMC,LL,,BLU,CY27334,IL,701 N. Sacramento,(773) 265-1846,1544189
08/20/2022,MAZD,LL,,PLE,CZ24239,IL,10300 S. Doty,(773) 568-8495,2936639
07/17/2022,BUIC,4D,,GRY,CJ51678,IL,10300 S. Doty,(773) 568-8495,2935048
09/08/2022,MERC,LL,,BLK,003932A4,IL,10300 S. Doty,(773) 568-8495,2937463
07/22/2022,CHEV,LL,,BLK,003515A2,IL,701 N. Sacramento,(773) 265-7605,7035876
08/25/2022,FORD,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2936852
07/22/2022,NISS,LL,,GRY,DN20839,IL,701 N. Sacramento,(773) 265-7605,7035875
08/29/2022,HOND,4D,,WHI,DB65953,IL,701 N. Sacramento,(773) 265-7605,7038204
08/25/2022,NISS,4D,,BLU,3646BU,IL,10300 S. Doty,(773) 568-8495,2936851
09/22/2022,DODG,LL,,WHI,AC57243,IL,10300 S. Doty,(773) 568-8495,2938095
08/20/2022,CHEV,LL,TK,SIL,BF61528,IL,701 N. Sacramento,(773) 265-7605,7037658
08/07/2022,LEXS,4T,,BLK,CJ73037,IL,701 N. Sacramento,(773) 265-7605,7036853
09/08/2022,HYUN,4D,,BLU,S130119,IL,10300 S. Doty,(773) 568-8495,2937474
09/08/2022,LINC,LL,,TAN,CR27277,IL,10300 S. Doty,(773) 568-8495,2937469
09/08/2022,CHEV,4D,,TAN,CT28987,IL,10300 S. Doty,(773) 568-8495,2937468
08/20/2022,HYUN,LL,,WHI,DE87502,IL,10300 S. Doty,(773) 568-8495,2936640
09/24/2022,TOYT,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2938184
08/20/2022,CHEV,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,7037657
09/08/2022,TOYT,4D,,GRN,BZ26915,IL,10300 S. Doty,(773) 568-8495,2937477
09/08/2022,MERC,4D,,BLK,CR13025,IL,10300 S. Doty,(773) 568-8495,2937473
08/02/2022,,SE,,SIL,,IL,10300 S. Doty,(773) 568-8495,2935711
09/08/2022,ACUR,4D,,GRY,DK32338,IL,701 N. Sacramento,(773) 265-7605,7038869
08/20/2022,KIA,LL,,BLK,P198618,IL,10300 S. Doty,(773) 568-8495,2936637
09/08/2022,NISS,4D,,GRY,CZ60979,IL,10300 S. Doty,(773) 568-8495,2937472
09/08/2022,NISS,LL,,SIL,CZ25788,IL,10300 S. Doty,(773) 568-8495,2937470
08/02/2022,,,,BLU,,,10300 S. Doty,(773) 568-8495,2935710
07/14/2022,PORS,4D,,WHI,DK42327,IL,701 N. Sacramento,(773) 265-7605,7035396
09/08/2022,HOND,LL,,WHI,,,701 N. Sacramento,(773) 265-7605,7038868
07/14/2022,,PK,,,,IL,10300 S. Doty,(773) 568-8495,2934905
09/08/2022,MITS,4D,,BLK,CC52307,IL,10300 S. Doty,(773) 568-8495,2937471
08/07/2022,NISS,LL,,WHI,CV17624,IL,701 N. Sacramento,(773) 265-7605,7036843
09/21/2022,CHRY,4D,,WHI,CN34604,IL,701 N. Sacramento,(773) 265-7605,7039855
09/22/2022,BUIC,4D,,BLK,CF36687,IL,10300 S. Doty,(773) 568-8495,2938105
09/22/2022,KIA,LL,,RED,,,10300 S. Doty,(773) 568-8495,2938103
09/08/2022,DODG,4D,,RED,CR61788,IL,10300 S. Doty,(773) 568-8495,2937484
08/29/2022,HOND,4D,,GRY,DK25630,IL,10300 S. Doty,(773) 568-8495,2937043
08/29/2022,HOND,2D,,SIL,CW28454,IL,701 N. Sacramento,(773) 265-7605,7038208
09/08/2022,HYUN,LL,,SIL,BV64488,IL,10300 S. Doty,(773) 568-8495,2937482
08/25/2022,CHEV,VN,,MAR,CG51507,IL,10300 S. Doty,(773) 568-8495,2936855
08/11/2022,TRKG,LL,,BLU,P1137248,IL,701 N. Sacramento,(773) 265-7605,7037016
08/11/2022,CHEV,LL,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2936057
09/11/2022,NISS,LL,,RED,RWD6396,TX,701 N. Sacramento,(773) 265-7605,7039124
09/08/2022,FORD,LL,,BLK,DF60418,IL,10300 S. Doty,(773) 568-8495,2937481
09/11/2022,FORD,4T,,GRY,CS59097,IL,701 N. Sacramento,(773) 265-7605,7039125
08/25/2022,NISS,4D,,BLK,CA64368,IL,701 N. Sacramento,(773) 265-7605,7037907
08/11/2022,FORD,4D,,GRY,DD58033,IL,10300 S. Doty,(773) 568-8495,2936059
09/11/2022,MAZD,LL,,BLK,CH20854,IL,701 N. Sacramento,(773) 265-7605,7039120
09/11/2022,JEEP,LL,,GRY,DH99842,IL,701 N. Sacramento,(773) 265-7605,7039119
09/11/2022,CHEV,SW,,GRY,DF74634,IL,701 N. Sacramento,(773) 265-7605,7039121
08/20/2022,FORD,LL,,BLK,ANS8331,WI,701 N. Sacramento,(773) 265-7605,7037670
09/24/2022,CHEV,LL,,SIL,ADM5839,WI,10300 S. Doty,(773) 568-8495,2938182
08/20/2022,HYUN,LL,,GRY,GJV739,MN,701 N. Sacramento,(773) 265-7605,7037671
08/11/2022,MERZ,LL,,WHI,5M95,IN,701 N. Sacramento,(773) 265-7605,7037013
08/20/2022,FORD,PK,,YEL,CY20440,IL,10300 S. Doty,(773) 568-8495,2936643
09/11/2022,HYUN,4D,,WHI,CG15979,IL,10300 S. Doty,(773) 568-8495,2937606
09/11/2022,CHEV,4D,,BLK,CA71648,IL,701 N. Sacramento,(773) 265-7605,7039126
09/11/2022,AUDI,4T,,DBL,CH14597,IL,701 N. Sacramento,(773) 265-7605,7039137
08/29/2022,HOND,4D,,WHI,CX26191,IL,10300 S. Doty,(773) 568-8495,2937042
09/11/2022,FORD,4T,,BLK,CW61526,IL,701 N. Sacramento,(773) 265-7605,7039127
09/11/2022,JEEP,LL,,BLU,CV59591,IL,10300 S. Doty,(773) 568-8495,2937607
09/22/2022,NISS,4D,,BLK,CS77410,IL,10300 S. Doty,(773) 568-8495,2938104
09/11/2022,JEEP,LL,,BLK,BC12583,IL,701 N. Sacramento,(773) 265-7605,7039131
08/13/2022,NISS,4D,,BLU,Y939784,IL,10300 S. Doty,(773) 568-8495,2936353
09/11/2022,HOND,4T,,MAR,CK53544,IL,701 N. Sacramento,(773) 265-7605,7039128
09/11/2022,JEEP,LL,,GRY,BV24586,IL,701 N. Sacramento,(773) 265-7605,7039136
08/13/2022,FORD,PK,,WHI,3111409B,IL,10300 S. Doty,(773) 568-8495,2936356
08/13/2022,FORD,LL,,GRN,CB79546,IL,10300 S. Doty,(773) 568-8495,2936373
08/13/2022,CHRY,4D,,WHI,DH56377,IL,10300 S. Doty,(773) 568-8495,2926402
09/11/2022,TOYT,4T,,BLK,DE68551,IL,701 N. Sacramento,(773) 265-7605,7039143
09/11/2022,TOYT,4T,,BLK,DE68551,IL,701 N. Sacramento,(773) 265-7605,7039143
08/13/2022,LINC,LL,,BLK,Q860470,IL,10300 S. Doty,(773) 568-8495,2936387
08/13/2022,FRHT,PK,TK,WHI,P1108417,IL,701 N. Sacramento,(773) 265-7605,7037176
08/25/2022,JEEP,LL,,RED,BT77752,IL,701 N. Sacramento,(773) 265-7605,7037912
08/25/2022,LINC,LL,,BLK,CG81713,IL,10300 S. Doty,(773) 568-8495,2936861
08/25/2022,OTTE,HH,,SIL,35210,IL,10300 S. Doty,(773) 785-9752,1723590
09/23/2022,TOYT,LL,,WHI,9061435,IL,701 N. Sacramento,(773) 265-7605,7039926
09/08/2022,INFI,4D,,WHI,DA97925,IL,10300 S. Doty,(773) 785-9752,1723612
09/08/2022,ISU,DP,,RED,162180H,IL,701 N. Sacramento,(773) 265-7605,7038861
09/24/2022,HOND,4D,,GRY,CQ69699,IL,701 N. Sacramento,(773) 265-7605,7040046
08/02/2022,KIA,4D,,WHI,134BXN,IN,10300 S. Doty,(773) 568-8495,2935718
07/17/2022,SAA,LL,,GRY,CL77099,IL,10300 S. Doty,(773) 568-8495,2935051
09/08/2022,BMW,LL,,BLK,CT22209,IL,10300 S. Doty,(773) 568-8495,2937480
09/08/2022,MAZD,4D,,BLK,L872784,IL,701 N. Sacramento,(773) 265-7605,7038872
09/08/2022,HOND,4D,,GRY,BR33314,IL,701 N. Sacramento,(773) 265-7605,7038870
09/24/2022,AUDI,4D,,SIL,DH28930,IL,701 N. Sacramento,(773) 265-7605,7040012
08/20/2022,JEEP,LL,,GRY,ZX70573,IL,400 E. Lower Wacker,(312) 744-7550,0264231
09/08/2022,MERZ,4D,,BLK,DP27557,IL,701 N. Sacramento,(773) 265-7605,7038873
09/08/2022,TOYT,4D,,WHI,V255650,IL,701 N. Sacramento,(773) 265-7605,7038871
07/17/2022,INFI,4D,,WHI,DC16680,IL,10300 S. Doty,(773) 568-8495,2935052
08/02/2022,JEEP,LL,,WHI,GWAK47,FL,10300 S. Doty,(773) 568-8495,2935721
09/08/2022,INFI,LD,,SIL,DG52741,IL,701 N. Sacramento,(773) 265-7605,7038876
08/02/2022,HOND,LL,,GRY,CW72541,IL,10300 S. Doty,(773) 568-8495,2935722
09/22/2022,KIA,4D,,GRY,DA54858,IL,701 N. Sacramento,(773) 265-7605,7039901
09/08/2022,BUIC,4D,,BLU,CT35465,IL,10300 S. Doty,(773) 785-9752,1723616
09/08/2022,DODG,LD,,GRY,AE68270,IL,701 N. Sacramento,(773) 265-7605,7038877
09/27/2022,HOND,LL,TK,GRN,CN21115,IL,701 N. Sacramento,(773) 265-7605,7040247
07/02/2022,NISS,4T,,GRY,DL53122,IL,701 N. Sacramento,(773) 265-7605,7034653
09/21/2022,TOYT,LL,,SIL,Q431138,IL,701 N. Sacramento,(773) 265-7605,7039856
09/08/2022,LINC,4D,,TAN,AJ25658,IL,10300 S. Doty,(773) 785-9752,1723613
08/20/2022,NISS,4D,,GRY,CE57397,IL,701 N. Sacramento,(773) 265-7605,7037602
09/27/2022,ACUR,4D,,BLK,DB78481,IL,10300 S. Doty,(773) 568-8495,2938301
09/08/2022,TOYT,VN,,GRY,DK88443,IL,10300 S. Doty,(773) 568-8495,2937485
09/08/2022,CADI,4D,,GRN,S85086,IL,10300 S. Doty,(773) 785-9752,1723615
09/08/2022,HOND,4D,,BLK,,IL,400 E. Lower Wacker,(312) 744-7550,000002
09/22/2022,HYUN,4D,,GRY,CS97887,IL,701 N. Sacramento,(773) 265-7605,7039902
09/08/2022,MERC,VN,,BRO,33536X2,TX,10300 S. Doty,(773) 785-9752,1723614
07/06/2022,BUIC,LL,,BLK,867AA432,IL,10300 S. Doty,(773) 568-8495,2934619
09/22/2022,GMC,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7039900
07/02/2022,FORD,4T,,GRY,EQUAC2,IL,701 N. Sacramento,(773) 265-7605,7034657
07/02/2022,HOND,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7034652
07/14/2022,VOLK,2D,,WHI,9523B,IN,701 N. Sacramento,(773) 265-7605,7035398
08/03/2022,LINC,LL,,GRY,CK40097,IL,10300 S. Doty,(773) 568-8495,2935724
09/08/2022,TOYT,4D,,BLU,HEM420,MN,701 N. Sacramento,(773) 265-7605,7038883
07/23/2022,KIA,4D,,WHI,R253763,IN,701 N. Sacramento,(773) 265-7605,7035880
09/08/2022,NISS,4D,,SIL,AQ26769,IL,701 N. Sacramento,(773) 265-7605,7038882
08/20/2022,JEEP,LL,,BLK,TY5498,IN,400 E. Lower Wacker,(312) 744-7550,0264241
09/08/2022,ACUR,4D,,MAR,BM95384,IL,701 N. Sacramento,(773) 265-7605,7038881
09/27/2022,HYUN,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7040246
09/08/2022,MERZ,4D,,BLK,ZV47659,IL,701 N. Sacramento,(773) 265-7605,7038884
09/11/2022,MERC,4T,,BLK,CY70011,IL,701 N. Sacramento,(773) 265-7605,7039141
08/25/2022,ACUR,4D,,SIL,CZ64078,IL,400 E. Lower Wacker,(312) 744-7550,0264547
09/20/2022,BUIC,4D,,BLK,DA15346,IL,10300 S. Doty,(773) 568-8495,2937945
08/03/2022,PONT,4D,,RED,CT17747,IL,10300 S. Doty,(773) 568-8495,2935727
08/03/2022,NISS,4D,,TRQ,151AA986,IL,10300 S. Doty,(773) 568-8495,2935726
09/11/2022,HOND,4T,,BLU,VYB403,IL,701 N. Sacramento,(773) 265-7605,7039138
09/11/2022,HOND,4T,,BLU,VYB403,IL,701 N. Sacramento,(773) 265-7605,7039138
08/13/2022,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2936405
09/11/2022,NISS,4T,,BLK,A443089,IL,701 N. Sacramento,(773) 265-7605,7039140
08/25/2022,TOYT,4D,,GRY,003851A5,IL,701 N. Sacramento,(773) 265-1846,1544117
08/25/2022,TOYT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1544116
07/02/2022,DODG,4D,,WHI,CY28538,IL,701 N. Sacramento,(773) 265-7605,7034660
07/23/2022,MITS,SW,,MAR,CQ47703,IL,701 N. Sacramento,(773) 265-7605,7035898
08/25/2022,CHEV,PK,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7037922
08/25/2022,CHEV,4D,,WHI,CU63689,IL,10300 S. Doty,(773) 568-8495,2936866
07/25/2022,CHEV,LL,,BLU,BP37827,IL,701 N. Sacramento,(773) 265-7605,7036081
09/20/2022,FORD,4D,,BLU,DG84302,IL,701 N. Sacramento,(773) 265-7605,7039811
09/20/2022,BMW,4D,,GRY,BY86910,IL,701 N. Sacramento,(773) 265-7605,7039808
09/20/2022,KIA,LL,TK,BLK,AE12333,IL,10300 S. Doty,(773) 568-8495,2937949
08/13/2022,CHEV,LL,,GRN,L837628,IL,10300 S. Doty,(773) 568-8495,2936406
08/25/2022,CHRY,VN,,GRY,CV58715,IL,10300 S. Doty,(773) 568-8495,2936864
08/25/2022,VOLK,LL,,GRY,CR43569,IL,10300 S. Doty,(773) 568-8495,2936862
08/29/2022,NISS,SD,,BLK,CD16997,IL,701 N. Sacramento,(773) 265-7605,7038210
09/24/2022,KIA,4D,,BLK,BR26531,IL,701 N. Sacramento,(773) 265-7605,7040053
08/13/2022,TOYT,4D,,GRY,BN99140,IL,400 E. Lower Wacker,(312) 744-7550,0263764
08/29/2022,NISS,LL,TK,BLK,MDC671,IA,10300 S. Doty,(773) 568-8495,2937045
08/29/2022,AUDI,4D,,SIL,DK33232,IL,10300 S. Doty,(773) 785-9752,1723592
08/25/2022,HYUN,4D,,GRY,CG38305,IL,10300 S. Doty,(773) 568-8495,2936863
08/07/2022,CHRY,4D,,SIL,DF49559,IL,10300 S. Doty,(773) 568-8495,2935877
07/14/2022,CHEV,2D,,BLU,CZ41509,IL,10300 S. Doty,(773) 568-8495,2934910
08/25/2022,KIA,LL,,GRY,312960,IL,10300 S. Doty,(773) 568-8495,2936865
08/20/2022,KIA,LL,,CRM,DH20056,IL,701 N. Sacramento,(773) 265-7605,7037673
09/27/2022,MERZ,4D,,BLK,CE89164,IL,10300 S. Doty,(773) 568-8495,2938303
08/20/2022,LINC,4D,,BLU,CG26453,IL,701 N. Sacramento,(773) 265-7605,7037674
08/20/2022,DODG,LL,TK,GRY,CN53114,IL,10300 S. Doty,(773) 568-8495,2936644
08/03/2022,HYUN,4D,,RED,DD89642,IL,400 E. Lower Wacker,(312) 744-7550,0263074
07/02/2022,FORD,LL,,BLK,CT33660,IL,701 N. Sacramento,(773) 265-7605,7034671
09/08/2022,DODG,4D,,RED,DC47432,IL,10300 S. Doty,(773) 568-8495,2937487
08/20/2022,FORD,4D,,GRY,DN69360,IL,701 N. Sacramento,(773) 265-7605,7037675
09/26/2022,FORD,4D,,SIL,CA87607,IL,10300 S. Doty,(773) 568-8495,2938292
09/08/2022,ACUR,LL,,BLK,CQ30348,IL,10300 S. Doty,(773) 568-8495,2937488
08/29/2022,TOYT,4D,,GRY,Q237538,IL,701 N. Sacramento,(773) 265-7605,7038218
07/02/2022,HOND,4T,,GRY,CF16933,IL,701 N. Sacramento,(773) 265-7605,7034661
08/20/2022,KIA,4D,,RED,321EIX,IN,10300 S. Doty,(773) 568-8495,2936647
09/11/2022,CHEV,LL,,SIL,10JJ17,NB,701 N. Sacramento,(773) 265-7605,7039099
07/06/2022,VOLK,LL,,SIL,DN48963,IL,10300 S. Doty,(773) 568-8495,2934625
07/23/2022,CADI,4D,,BLK,JNY5559,OH,701 N. Sacramento,(773) 265-7605,7035902
08/20/2022,CHEV,LL,,WHI,3073231B,IL,701 N. Sacramento,(773) 265-7605,7037677
08/03/2022,TOYT,4D,,BLK,CN49045,IL,701 N. Sacramento,(773) 265-7605,7036496
08/20/2022,HYUN,4D,,RED,CV55632,IL,701 N. Sacramento,(773) 265-7605,7037676
09/11/2022,BMW,4D,,WHI,BX21218,IL,701 N. Sacramento,(773) 265-7605,7039097
08/03/2022,TOYO,LL,,GRY,FP177278,IL,701 N. Sacramento,(773) 265-7605,7036497
08/20/2022,TOYT,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,7037678
07/14/2022,BUIC,4D,,GRN,199EIK,IN,701 N. Sacramento,(773) 265-7605,7035402
07/06/2022,PONT,4D,,GRN,DD47604,IL,701 N. Sacramento,(773) 265-7605,7034957
07/06/2022,HOND,2D,,BGE,FCU577,IN,400 E. Lower Wacker,(312) 744-7550,0261322
08/03/2022,DODG,4D,,GRY,BR97683,IL,701 N. Sacramento,(773) 265-7605,7036498
07/14/2022,PONT,4H,,GRY,DF11569,IL,10300 S. Doty,(773) 568-8495,2934915
07/07/2022,MINI,2D,,GRN,CH46028,IL,400 E. Lower Wacker,(312) 744-7550,0261324
07/14/2022,CHEV,4D,,BLK,CS43290,IL,10300 S. Doty,(773) 568-8495,2934912
09/11/2022,AUDI,4D,,BLK,BP12654,IL,701 N. Sacramento,(773) 265-7605,7039156
08/13/2022,JEEP,LL,TK,WHI,BH58722,IL,10300 S. Doty,(773) 568-8495,2936409
09/27/2022,HYUN,4D,,MAR,673AA688,IL,10300 S. Doty,(773) 568-8495,2938302
09/18/2022,SUZU,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2937876
09/11/2022,NISS,4D,,SIL,791DUP,IN,701 N. Sacramento,(773) 265-7605,7039153
08/29/2022,TOYT,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1544130
08/29/2022,TOYT,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1544130
08/13/2022,BUIC,4D,,SIL,CV15024,IL,701 N. Sacramento,(773) 265-7605,7037183
08/29/2022,OTTE,PK,,BGE,332860RV,IL,10300 S. Doty,(773) 785-9752,1723591
08/25/2022,TOYT,VN,,GRY,DG15762,IL,10300 S. Doty,(773) 568-8495,2936871
09/18/2022,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2937877
08/25/2022,BMW,4D,,BLK,CQ59483,IL,701 N. Sacramento,(773) 265-1846,1544119
08/25/2022,CHRY,VN,,SIL,CZ20623,IL,10300 S. Doty,(773) 568-8495,2936872
08/13/2022,KIA,4D,,RED,BU45221,IL,10300 S. Doty,(773) 568-8495,2936415
08/13/2022,HYUN,4D,,SIL,P640680,IL,10300 S. Doty,(773) 568-8495,2936413
08/25/2022,HYUN,4D,,BRZ,,IL,701 N. Sacramento,(773) 265-1846,1544121
08/25/2022,LEXS,4D,,SIL,DD43929,IL,701 N. Sacramento,(773) 265-1846,1544120
08/25/2022,INFI,LL,,GRY,CL39033,IL,10300 S. Doty,(773) 568-8495,2936874
08/13/2022,CHEV,4T,,BLU,BH93317,IL,701 N. Sacramento,(773) 265-7605,7037185
09/18/2022,CHEV,4D,,BLK,CS60936,IL,701 N. Sacramento,(773) 265-7605,7039715
08/25/2022,CHRY,VN,,TAN,,IL,10300 S. Doty,(773) 568-8495,2936877
08/25/2022,FORD,2D,,RED,BP34176,IL,701 N. Sacramento,(773) 265-7605,7037935
08/14/2022,VOLK,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7037190
09/11/2022,GMC,LL,,BLK,Q332760,IL,701 N. Sacramento,(773) 265-7605,7039155
08/14/2022,NISS,4T,,BLK,CH88529,IL,701 N. Sacramento,(773) 265-7605,7037188
09/24/2022,JEEP,LL,,RED,937AA668,IL,10300 S. Doty,(773) 568-8495,2938207
08/20/2022,HOND,VN,,SIL,CZ22926,IL,10300 S. Doty,(773) 568-8495,2936650
08/20/2022,TOYT,4D,,WHI,CU51625,IL,400 E. Lower Wacker,(312) 744-7550,0264251
09/11/2022,CHEV,PK,,RED,CY28301,IL,10300 S. Doty,(773) 568-8495,2937616
09/11/2022,CHEV,LL,,BLK,BQ15444,IL,10300 S. Doty,(773) 568-8495,2937618
08/14/2022,HYUN,4T,,WHI,CU28190,IL,701 N. Sacramento,(773) 265-7605,7037189
09/11/2022,CHEV,LL,,BLK,BQ15444,IL,10300 S. Doty,(773) 568-8495,2937618
09/11/2022,PONT,4D,,GRY,37047F4,IL,701 N. Sacramento,(773) 265-7605,7039172
07/02/2022,SUBA,LL,,SIL,CH54112,IL,400 E. Lower Wacker,(312) 744-7550,0261035
08/25/2022,VOLV,4D,,RED,DH69624,IL,701 N. Sacramento,(773) 265-7605,7037934
07/02/2022,TOYT,4D,,TAN,R146609,IL,701 N. Sacramento,(773) 265-7605,7034676
09/11/2022,ACUR,LL,,WHI,DM90471,IL,701 N. Sacramento,(773) 265-7605,7039170
07/15/2022,HOND,4H,,BLK,92BNVQ,FL,400 E. Lower Wacker,(312) 744-7550,0261786
07/02/2022,HYUN,LL,,GRY,PC294999,DE,400 E. Lower Wacker,(312) 744-7550,0261038
08/25/2022,FORD,2D,,RED,FA16553,FL,701 N. Sacramento,(773) 265-7605,7037939
07/14/2022,MITS,4D,,SIL,CR43610,IL,701 N. Sacramento,(773) 265-7605,7035409
07/07/2022,SATR,4D,,RED,P168465,IN,10300 S. Doty,(773) 568-8495,2934627
08/29/2022,FORD,4D,,BLK,CS97894,IL,400 E. Lower Wacker,(312) 744-7550,0264742
07/07/2022,INFI,4T,,WHI,CQ81259,IL,701 N. Sacramento,(773) 265-7605,7034960
07/14/2022,DODG,VN,,BLU,CY20849,IL,10300 S. Doty,(773) 568-8495,2934920
08/29/2022,NISS,LL,,RED,AD89872,IL,701 N. Sacramento,(773) 265-7605,7038221
09/11/2022,HOND,LL,,BLK,BA42793,IL,701 N. Sacramento,(773) 265-7605,7039181
08/07/2022,DODG,4D,,BLU,DE71492,IL,10300 S. Doty,(773) 568-8495,2935879
07/07/2022,KIA,4D,,BLK,E152659,IL,400 E. Lower Wacker,(312) 744-7550,0261337
08/29/2022,TOYT,VN,,BGE,,IL,10300 S. Doty,(773) 568-8495,2937053
09/11/2022,ACUR,LL,,RED,V519784,IL,701 N. Sacramento,(773) 265-7605,7039188
08/21/2022,NISS,4D,,BLK,CF47793,IL,400 E. Lower Wacker,(312) 744-7550,0264271
07/14/2022,DODG,4D,,SIL,CT30930,IL,10300 S. Doty,(773) 568-8495,2934918
09/21/2022,CHEV,PK,,BLK,3256232,IL,10300 S. Doty,(773) 568-8495,2938018
09/21/2022,VOLK,4D,,SIL,AU34513,IL,701 N. Sacramento,(773) 265-7605,7039857
08/25/2022,DERB,MC,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1544122
09/21/2022,CHEV,4D,,GRY,E607590,IL,400 E. Lower Wacker,(312) 744-7550,0266120
08/25/2022,CHEV,LL,,BLK,LW1504,WI,701 N. Sacramento,(773) 265-1846,1544124
08/25/2022,TOYT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1544123
08/25/2022,CHEV,4D,,WHI,89467H2,TX,400 E. Lower Wacker,(312) 744-7550,0264569
08/25/2022,VOLV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7037943
08/25/2022,TOYT,2D,,BLK,CN39515,IL,10300 S. Doty,(773) 568-8495,2936879
07/18/2022,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2935061
08/25/2022,LEXS,4D,,PLE,BB5,IL,400 E. Lower Wacker,(312) 744-7550,000
08/25/2022,DODG,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2936882
08/14/2022,NISS,2T,,SIL,BZ15715,IL,701 N. Sacramento,(773) 265-7605,7037221
07/18/2022,MAZD,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7035672
08/14/2022,NISS,4T,,GRY,AY55442,IL,701 N. Sacramento,(773) 265-7605,7037219
08/14/2022,HOND,4T,,GRY,BE52871,IL,701 N. Sacramento,(773) 265-7605,7037213
08/25/2022,SATR,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2936881
08/25/2022,CHRY,4D,,SIL,CQ27938,IL,10300 S. Doty,(773) 568-8495,2936883
08/29/2022,FORD,PK,,SIL,2903178B,IL,701 N. Sacramento,(773) 265-7605,7038224
08/29/2022,HYUN,4D,,SIL,414382,IL,701 N. Sacramento,(773) 265-7605,7038225
08/29/2022,HYUN,LL,,GRY,BM82175,IL,10300 S. Doty,(773) 568-8495,2937052
